hospital_name,site_name,street,house_number,postcode,city,country,cap_beds,cap_prac,cap_rooms,emergency,facility_type,public_private,list_specs,tel,email,url,ref_date,pub_date,comments,x,y
"""Pleszewskie Centrum Medyczne w Pleszewie"" Spółka z ograniczoną odpowiedzialnością",,Poznańska,125A,63-300,Pleszew,Poland,,,,,,,,62 7420700,zozpleszew@send.pl,,29/03/2020,16/04/2020,,4854352,3227146
SZPITAL WOJEWÓDZKI W POZNANIU,,Juraszów,7,60-479,Poznań-Jeżyce - Poznań,Poland,,,,,,,,61 8212221,szpital@lutycka.pl,,29/03/2020,16/04/2020,,4789817,3281360
SZPITAL MIEJSKI IM. FRANCISZKA RASZEI,,Adama Mickiewicza,2,60-834,Poznań-Jeżyce - Poznań,Poland,,,,,,,,61 2245321,sekretariat@raszeja.poznan.pl,,29/03/2020,16/04/2020,,4790566,3278317
SZPITAL KLINICZNY IM.HELIODORA ŚWIĘCICKIEGO UNIWERSYTETU MEDYCZNEGO IM.KAROLA MARCINKOWSKIEGO W POZNANIU,,Stanisława Przybyszewskiego,49,60-355,Poznań-Grunwald - Poznań,Poland,,,,,,,,61 8691203,szpital@spsk2.pl,,29/03/2020,16/04/2020,,4788972,3277069
SZPITAL KLINICZNY IM. KAROLA JONSCHERA UNIWERSYTETU MEDYCZNEGO IM. KAROLA MARCINKOWSKIEGO W POZNANIU,,Szpitalna,27,60-572,Poznań-Jeżyce - Poznań,Poland,,,,,,,,61 8491200,kancelaria@skp.ump.edu.pl,,29/03/2020,16/04/2020,,4788183,3278021
"""CENTRUM MEDYCZNE HCP"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",,28 Czerwca 1956 r.,194,61-485,Poznań-Wilda - Poznań,Poland,,,,,,,,61 2274104,sekretariat@cmhcp.eu,,29/03/2020,16/04/2020,,4790848,3274985
SZPITAL KLINICZNY PRZEMIENIENIA PAŃSKIEGO UNIWERSYTETU MEDYCZNEGO IM. KAROLA MARCINKOWSKIEGO W POZNANIU,,Długa,1/2,61-848,Poznań-Stare Miasto - Poznań,Poland,,,,,,,,61 8549243,szpital@skpp.edu.pl,,29/03/2020,16/04/2020,,4792211,3277388
GINEKOLOGICZNO - POŁOŻNICZY SZPITAL KLINICZNY UNIWERSYTETU MEDYCZNEGO IM. KAROLA MARCINKOWSKIEGO W POZNANIU,,Polna,33,60-535,Poznań-Jeżyce - Poznań,Poland,,,,,,,,61 8419224,office@gpsk.ump.edu.pl,,29/03/2020,16/04/2020,,4789399,3277788
SAMODZIELNY PUBLICZNY ZAKŁAD OPIEKI ZDROWOTNEJ MINISTERSTWA SPRAW WEWNĘTRZNYCH I ADMINISTRACJI W POZNANIU IM. PROF. LUDWIKA BIERKOWSKIEGO,,Dojazd,34,60-631,Poznań-Jeżyce - Poznań,Poland,,,,,,,,61 8464780,sekretariat@szpitalmswia.poznan.pl,,29/03/2020,16/04/2020,,4789613,3281192
SZPITAL W PUSZCZYKOWIE IM. PROF. S.T. DĄBROWSKIEGO SPÓŁKA AKCYJNA,,Józefa Ignacego Kraszewskiego,11,62-041,Puszczykowo,Poland,,,,,,,,61 8984004,kancelaria@szpitalwpuszczykowie.com.pl,,29/03/2020,16/04/2020,,4789137,3261464
ORTOPEDYCZNO-REHABILITACYJNY SZPITAL KLINICZNY IM. WIKTORA DEGI UNIWERSYTETU MEDYCZNEGO IM. KAROLA MARCINKOWSKIEGO W POZNANIU,,28 Czerwca 1956 r.,135,61-545,Poznań-Wilda - Poznań,Poland,,,,,,,,61 8310350,orsk@orsk.ump.edu.pl,,29/03/2020,16/04/2020,,4791252,3275669
"""SZPITAL POWIATOWY W RAWICZU"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",,gen. Grota Roweckiego,6,63-900,Rawicz,Poland,,,,,,,,65 5452162,sekretariat@szpitalrawicz.pl,,29/03/2020,16/04/2020,,4794140,3189354
SAMODZIELNY PUBLICZNY ZAKŁAD OPIEKI ZDROWOTNEJ W SŁUPCY,,Romualda Traugutta,7,62-400,Słupca,Poland,,,,,,,,63 2752300,biuro@szpital.slupca.pl,,29/03/2020,16/04/2020,,4857007,3271417
SZPITAL ŚREDZKI SERCA JEZUSOWEGO SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,,Żwirki i Wigury,10,63-000,Środa Wielkopolska,Poland,,,,,,,,61 2854031,sekretariat@szpitalsredzki.pl,,29/03/2020,16/04/2020,,4817823,3260192
WIELKOPOLSKI OŚRODEK REUMATOLOGICZNY SAMODZIELNY PUBLICZNY SPECJALISTYCZNY ZESPÓŁ OPIEKI ZDROWOTNEJ W ŚREMIE,,Adama Mickiewicza,95,63-100,Śrem,Poland,,,,,,,,61 2246300,por@reumatologia.srem.net,,29/03/2020,16/04/2020,,4801718,3242600
SAMODZIELNY PUBLICZNY ZESPÓŁ OPIEKI ZDROWOTNEJ W TURKU,,Poduchowne,1,62-700,Turek,Poland,,,,,,,,63 2805600,sekretariat@szpital.turek.pl,,29/03/2020,16/04/2020,,4902476,3245084
ZESPÓŁ OPIEKI ZDROWOTNEJ W WĄGROWCU,,Kościuszki,74,62-100,Wągrowiec,Poland,,,,,,,,67 2681502,szpital@wagrowiec.pl,,29/03/2020,16/04/2020,,4805852,3325079
SAMODZIELNY PUBLICZNY ZAKŁAD OPIEKI ZDROWOTNEJ W WOLSZTYNIE,,Wschowska,3,64-200,Wolsztyn,Poland,,,,,,,,68 3477300,sekretariat@spzozwolsztyn.pl,,29/03/2020,16/04/2020,,4739462,3240566
SZPITAL POWIATOWY IM. ALFREDA SOKOŁOWSKIEGO W ZŁOTOWIE,,Szpitalna,28,77-400,Złotów,Poland,,,,,,,,67 2632233,sekretariat@szpital.zlotow.pl,,29/03/2020,16/04/2020,,4789273,3383592
NOWY SZPITAL W OLKUSZU SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,,1000-lecia,"13        ",32-300,Olkusz,Poland,,,,,,,,41 240 12 68,sekretariat.olkusz@nowyszpital.pl,,29/03/2020,16/04/2020,,5001059,3061932
SAMODZIELNY PUBLICZNY ZAKŁAD OPIEKI ZDROWOTNEJ MINISTERSTWA SPRAW WEWNĘTRZNYCH I ADMINISTRACJI Z WARMIŃSKO-MAZURSKIM CENTRUM ONKOLOGII W OLSZTYNIE,,Aleja Wojska Polskiego,"37        ",10-228,Olsztyn,Poland,,,,,,,,"89 539 83 41,   89 539 82 77",sekretariat@poliklinika.net,,29/03/2020,16/04/2020,,5009143,3459530
"""OLMEDICA W OLECKU - SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ """,,Gołdapska,1,19-400,Olecko,Poland,,,,,,,,87 520 22 95 wew. 331,olmedica@olmedica.pl,,29/03/2020,16/04/2020,,5135111,3507818
"""PRO-MEDICA"" W EŁKU SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ ",,Baranki,24,19-300,Ełk,Poland,,,,,,,,87 620 95 90 /  87 620 95 12,biuro-pm@szpital.elk.pl,,29/03/2020,16/04/2020,,5129760,3478723
SZPITAL POWIATOWY W KĘTRZYNIE,,Marii Curie-Skłodowskiej,2,11-400,Kętrzyn,Poland,,,,,,,,664 358 067  /  664 658 050,sekretariat@szpital-ketrzyn.pl,,29/03/2020,16/04/2020,,5062195,3500198
ZESPÓŁ OPIEKI ZDROWOTNEJ W SZCZYTNIE,,Marii Curie-Skłodowskiej,12,12-100,Szczytno,Poland,,,,,,,,89 623 21 21,dyrektor@szpital.szczytno.pl,,29/03/2020,16/04/2020,,5045909,3438387
ZESPÓŁ OPIEKI ZDROWOTNEJ W NIDZICY,,Mickiewicza,23,13-100,Nidzica,Poland,,,,,,,,"89 625 05 18,  570 002 949",szpital@zoz.nidzica.pl,,29/03/2020,16/04/2020,,5012867,3411184
SZPITAL POWIATOWY IM. JANA MIKULICZA W BISKUPCU,,Armii Krajowej,8,11-300,Biskupiec,Poland,,,,,,,,89 715 62 87,info@szpital-biskupiec.pl,,29/03/2020,16/04/2020,,5038754,3472118
UNIWERSYTECKI SZPITAL KLINICZNY W OLSZTYNIE,,Aleja Warszawska,30,10-082,Olsztyn,Poland,,,,,,,,89 524 54 01,kancelaria.szpital@uwm.edu.pl,,29/03/2020,16/04/2020,,5008758,3457080
ZESPÓŁ ZAKŁADÓW OPIEKI ZDROWOTNEJ W DOBRYM MIEŚCIE,,Grunwaldzka,10 B,11-040,Dobre Miasto,Poland,,,,,,,,"89 616 82 28 ",sekretariat@szpitaldobremiasto.pl,,29/03/2020,16/04/2020,,5000858,3479846
ZESPÓŁ OPIEKI ZDROWOTNEJ W LIDZBARKU WARMIŃSKIM,,Kardynała Stefana Wyszyńskiego,37,11-100,Lidzbark Warmiński,Poland,,,,,,,,89 767 75 11,sekretariat@zozlw.pl,,29/03/2020,16/04/2020,,5010554,3497117
MIEJSKI SZPITAL ZESPOLONY W OLSZTYNIE,,Niepodległości,44,10-045,Olsztyn,Poland,,,,,,,,"89 532 62 05,  89 532 62 77 ",sekretariat@szpital.olsztyn.pl,,29/03/2020,16/04/2020,,5009294,3456903
POWIATOWE CENTRUM MEDYCZNE SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W BRANIEWIE,,Moniuszki,13,14-500,Braniewo,Poland,,,,,,,,55 620 84 67,sekretariat@szpital-braniewo.home.pl,,29/03/2020,16/04/2020,,4957622,3517633
SZPITAL MIEJSKI W MORĄGU SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,,Generała Jana Henryka Dąbrowskiego,16,14-300,Morąg,Poland,,,,,,,,"89 757 42 31 wew. 393,  m. 509 961 964",biuro@szpitalmorag.pl,,29/03/2020,16/04/2020,,4970802,3467832
SZPITAL W OSTRÓDZIE SPÓŁKA AKCYJNA,,Władysława Jagiełły,1,14-100,Ostróda,Poland,,,,,,,,89 646 06 18,sekretariat@szpital-ostroda.pl,,29/03/2020,16/04/2020,,4977568,3443707
"SZPITAL POWIATOWY W NOWYM MIEŚCIE LUBAWSKIM SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ ",,Mickiewicza,10,13-300,Nowe Miasto Lubawskie,Poland,,,,,,,,56 472 41 18,zoznowemiasto@wp.pl,,29/03/2020,16/04/2020,,4956210,3410550
SZPITAL MIEJSKI ŚW. JANA PAWŁA II W ELBLĄGU,,Jana Amosa Komeńskiego,35,82-300,Elbląg,Poland,,,,,,,," 55 239 44 44;   55  643 80 23",sekretariat.ess@elblag.com.pl,,29/03/2020,16/04/2020,,4934843,3489997
"""SZPITAL POWIATOWY SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOSCIĄ W PASŁĘKU""",,Kopernika,24 A,14-400,Pasłęk,Poland,,,,,,,,55 249 15 02,sekretariat@szpitalpaslek.com,,29/03/2020,16/04/2020,,4951781,3481673
MAZURSKIE CENTRUM ZDROWIA SZPITAL POWIATOWY W WĘGORZEWIE PUBLICZNY ZAKŁAD OPIEKI ZDROWOTNEJ,,3 Maja,17,11-600,Węgorzewo,Poland,,,,,,,," 87 427 32 52 wew. 112",sekretariat@szpitalwegorzewo.pl,,29/03/2020,16/04/2020,,5083086,3517615
Wojewódzki Szpital Zespolony w Kielcach,,Grunwaldzka,45,25-736,Kielce,Poland,,,,,,,,41 3671301,szpital@wszzkielce.pl,,29/03/2020,16/04/2020,,5064109,3138835
Samodzielny Publiczny Szpital Kliniczny Nr 1 im. prof. Tadeusza Sokołowskiego Pomorskiego Uniwersytetu Medycznego w Szczecinie,,Unii Lubelskiej,1,71-252,Szczecin,Poland,,,,,,,,91 425 30 00,szpital@spsk1.szn.pl,,29/03/2020,16/04/2020,,4620094,3380470
SAMODZIELNY PUBLICZNY ZAKŁAD OPIEKI ZDROWOTNEJ SZPITAL POWIATOWY W PISZU,,Henryka Sienkiewicza,2,12-200,Pisz,Poland,,,,,,,,87 425 45 60,sekretariat@szpitalpisz.pl,,29/03/2020,16/04/2020,,5097785,3454383
SZPITAL MRĄGOWSKI IM. MICHAŁA KAJKI SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,,Wolności,12,11-700,Mrągowo,Poland,,,,,,,,"89 741 94 07,  89 741 94 76",sekretariat@szpital-mragowo.pl,,29/03/2020,16/04/2020,,5061012,3477069
SZPITAL POWIATOWY IM. JANA PAWŁA II W BARTOSZYCACH,,Kardynała Wyszyńskiego,11,11-200,Bartoszyce,Poland,,,,,,,,89  675 22 42  /  89 675 22 43,sekretariat@szpital-bartoszyce.pl,,29/03/2020,16/04/2020,,5021461,3513737
WOJEWÓDZKI SZPITAL SPECJALISTYCZNY W OLSZTYNIE,,Żołnierska,18,10-561,Olsztyn,Poland,,,,,,,,"89 538 63 31,  89 538 65 23",szpital@wss.olsztyn.pl,,29/03/2020,16/04/2020,,5010360,3456827
Samodzielny Publiczny Zakład Opieki Zdrowotnej w Działdowie,,Leśna,1,13-200,Działdowo,Poland,,,,,,,,"23 697 22 11 w.113,  116",sekretariat@spzoz-dzialdowo.pl,,29/03/2020,16/04/2020,,4998934,3395903
POWIATOWY SZPITAL IM. WŁADYSŁAWA BIEGAŃSKIEGO W IŁAWIE,,gen. Władysława Andersa,3,14-200,Iława,Poland,,,,,,,,89 644 96 58,kancelaria@szpital.ilawa.pl,,29/03/2020,16/04/2020,,4952497,3428305
WOJEWÓDZKI SZPITAL ZESPOLONY W ELBLĄGU,,Królewiecka,146,82-300,Elbląg,Poland,,,,,,,,55 239 57 59;   55 239 56 58,sekretariat@szpital.elblag.pl,,29/03/2020,16/04/2020,,4934764,3492637
"""SZPITAL GIŻYCKI"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",,Warszawska,41,11-500,Giżycko,Poland,,,,,,,,"87 429 67 31,  87 429 67 32",sekretariat@zozgiz.pl,,29/03/2020,16/04/2020,,5089137,3499386
Samodzielny Publiczny Szpital Kliniczny Nr 2 PUM w Szczecinie,,Powstańców Wielkopolskich,72,70-111,Szczecin,Poland,,,,,,,,91 466 10 10,spsk2@spsk2-szczecin.pl,,29/03/2020,16/04/2020,,4622038,3376098
Samodzielny Publiczny Wojewódzki Szpital Zespolony w Szczecinie,,Arkońska,4,71-455,Szczecin,Poland,,,,,,,,91 813 90 00,spwsz@spwsz.szczecin.pl,,29/03/2020,16/04/2020,,4621468,3381047
WOJEWÓDZKI SPECJALISTYCZNY SZPITAL DZIECIĘCY IM. PROF. DR STANISŁAWA POPOWSKIEGO W OLSZTYNIE,,Żołnierska,18 a,10-561,Olsztyn,Poland,,,,,,,,"89 539 33 15, 89 539 33 13",sekretariat@wssd.olsztyn.pl,,29/03/2020,16/04/2020,,5010360,3456827
"NIEPUBLICZNY ZAKŁAD OPIEKI ZDROWOTNEJ ""MALARKIEWICZ I SPÓŁKA"" SPÓŁKA JAWNA",,Jagiellońska,78A,10-357,Olsztyn,Poland,,,,,,,,"89 513 02 70,   89 525 21 05",nzoz@szpital-olsztyn.pl,,29/03/2020,16/04/2020,,5010620,3460689
"Samodzielny Publiczny Specjalistyczny Zakład Opieki Zdrowotnej ""ZDROJE""",,Mączna,4,70-780,Szczecin,Poland,,,,,,,,91 880 65 74,sor@zoz-zdroje.szczecin.pl,,29/03/2020,16/04/2020,,4629752,3372659
"SAMODZIELNY PUBLICZNY SPECJALISTYCZNY ZAKŁAD OPIEKI ZDROWOTNEJ ""ZDROJE""",,Mączna,4,70-780,Szczecin,Poland,,,,,,,,91 880 60 64,sor@zoz-zdroje.szczecin.pl,,29/03/2020,16/04/2020,,4629752,3372659
SZPITAL BARLINEK SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,,Szpitalna,10,74-320,Barlinek,Poland,,,,,,,,95 749 18 10,izbaprzyjec@szpitalbarlinek.pl,,29/03/2020,16/04/2020,,4671443,3333640
"Samodzielny Publiczny Wielospecjalistyczny Zakład Opieki Zdrowotnej w Stargardzie ",,Wojska Polskiego,27,73-110,Stargard,Poland,,,,,,,,91 578 92 70,sor@zozstargard.pl,,29/03/2020,16/04/2020,,4656157,3371056
Samodzielny Publiczny Zespół Zakładów Opieki Zdrowotnej w Gryficach,,Niechorska,27,72-300,Gryfice,Poland,,,,,,,,91 384 20 61,szpital@medicam.pl,,29/03/2020,16/04/2020,,4660656,3436275
KLINICZNY SZPITAL WOJEWÓDZKI NR 2 IM. ŚW.JADWIGI KRÓLOWEJ W RZESZOWIE,,Lwowska,60,35-301,Rzeszów,Poland,,,,,,,,17 866 49 40,sekretariat@szpital2.rzeszow.pl,,29/03/2020,16/04/2020,,5178892,3062122
SZPITAL SPECJALISTYCZNY W BRZOZOWIE PODKARPACKI OŚRODEK ONKOLOGICZNY IM.KS.B.MARKIEWICZA,,ks. Józefa Bielawskiego,18,36-200,Brzozów,Poland,,,,,,,,13 430 95 00,onkologia@szpital-brzozow.pl,,29/03/2020,16/04/2020,,5184281,3024218
Zespół Opieki Zdrowotnej w Dębicy,,Krakowska,91,39-200,Dębica,Poland,,,,,,,,14 680 82 94,info@zoz-debica.pl,,29/03/2020,16/04/2020,,5133493,3055129
Szpital Specjalistyczny w Jaśle,,Lwowska,22,38-200,Jasło,Poland,,,,,,,,13 443 75 63,szpital@szpital.jaslo.pl,,29/03/2020,16/04/2020,,5144564,3024540
CENTRUM OPIEKI MEDYCZNEJ,,3 Maja,70,37-500,Jarosław,Poland,,,,,,,,16 621 54 21,sekretariat@comjar.pl,,29/03/2020,16/04/2020,,5225686,3067571
SPECJALISTYCZNY PSYCHIATRYCZNY ZESPÓŁ OPIEKI ZDROWOTNEJ IM.PROF.ANTONIEGO KĘPIŃSKIEGO W JAROSŁAWIU,,Tadeusza Kościuszki,18,37-500,Jarosław,Poland,,,,,,,,16 621 46 11,spzoz_jaroslaw@poczta.onet.pl,,29/03/2020,16/04/2020,,5224170,3067895
SAMODZIELNY PUBLICZNY ZESPÓŁ OPIEKI ZDROWOTNEJ W KOLBUSZOWEJ,,Grunwaldzka,4,36-100,Kolbuszowa,Poland,,,,,,,,17 227 12 22,sekretariat@szpital.kolbuszowa.pl,,29/03/2020,16/04/2020,,5155996,3081686
Wojewódzki Szpital Podkarpacki im.Jana Pawła II w Krośnie,,Korczyńska,57,38-400,Krosno,Poland,,,,,,,,13 437 80 00,szpital@krosno.med.pl,,29/03/2020,16/04/2020,,5166926,3022414
INTERCARD SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,,Aleja płk. Władysława Beliny-Prażmowskiego,60,31-514,Kraków-Śródmieście - Kraków,Poland,,,,,,,,13 430 82 80,krosno@intercard.net.pl,,29/03/2020,16/04/2020,,5031445,3043936
Samodzielny Publiczny Zespół Opieki Zdrowotnej w Lesku,,Kazimierza Wielkiego,4,38-600,Lesko,Poland,,,,,,,,13 469 65 58,chirurgia@spzozlesko.pl,,29/03/2020,16/04/2020,,5210028,3003471
SAMODZIELNY PUBLICZNY ZESPÓŁ OPIEKI ZDROWOTNEJ W LEŻAJSKU,,Leśna,22,37-300,Leżajsk,Poland,,,,,,,,17 240 48 22,spzoz.lezajsk@pro.onet.pl,,29/03/2020,16/04/2020,,5200326,3092390
SAMODZIELNY PUBLICZNY ZAKŁAD OPIEKI ZDROWOTNEJ W LUBACZOWIE,,Adama Mickiewicza,168,37-600,Lubaczów,Poland,,,,,,,,16 632 81 23,seketariat@szpital.lubaczowski.com,,29/03/2020,16/04/2020,,5252872,3090265
"""CENTRUM MEDYCZNE W ŁAŃCUCIE"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",,Ignacego Paderewskiego,5,37-100,Łańcut,Poland,,,,,,,,17 224 01 21,sekretariat@cm-lancut.pl,,29/03/2020,16/04/2020,,5192253,3067748
SZPITAL POWIATOWY IM.EDMUNDA BIERNACKIEGO W MIELCU,,Żeromskiego,22,39-300,Mielec,Poland,,,,,,,,17 780 01 63,o.chirurgii@szpital.mielec.pl,,29/03/2020,16/04/2020,,5132340,3083054
American Heart of Poland Spółka Akcyjna,,Sanatoryjna,1,43-450,Ustroń,Poland,,,,,,,,17 780 82 18,paks5@ahop.pl,,29/03/2020,16/04/2020,,4955782,2995062
SAMODZIELNY PUBLICZNY ZESPÓŁ ZAKŁADÓW OPIEKI ZDROWOTNEJ W NISKU,,Tadeusza Kościuszki,1,37-400,Nisko,Poland,,,,,,,,15 841 67 03,info@szpital-nisko.pl,,29/03/2020,16/04/2020,,5177686,3116577
KLINICZNY SZPITAL WOJEWÓDZKI NR 1 IM.FRYDERYKA CHOPINA W RZESZOWIE,,Fryderyka Szopena,2,35-055,Rzeszów,Poland,,,,,,,,17 866 60 86,wsspon@wp.pl,,29/03/2020,16/04/2020,,5177050,3061791
SAMODZIELNY PUBLICZNY ZAKŁAD OPIEKI ZDROWOTNEJ MINISTERSTWA SPRAW WEWNĘTRZNYCH I ADMINISTRACJI W RZESZOWIE,,Krakowska,16,35-111,Rzeszów,Poland,,,,,,,,17 864 33 13,sekretariat@szpitalmsw.rzeszow.pl,,29/03/2020,16/04/2020,,5174942,3062694
WOJEWÓDZKI PODKARPACKI SZPITAL PSYCHIATRYCZNY IM.PROF.EUGENIUSZA BRZEZICKIEGO W ŻURAWICY,,Różana,9,37-710,Żurawica,Poland,,,,,,,,16 672 30 03,szpitalzurawica@poczta.onet.pl,,29/03/2020,16/04/2020,,5234515,3047925
WOJEWÓDZKI SZPITAL IM. ŚW.OJCA PIO W PRZEMYŚLU,,Monte Cassino,18,37-700,Przemyśl,Poland,,,,,,,,19 677 50 00,sekretariat@wszp.pl,,29/03/2020,16/04/2020,,5235928,3046157
SAMODZIELNY PUBLICZNY ZESPÓŁ OPIEKI ZDROWOTNEJ NR 1 W RZESZOWIE,,Tadeusza Czackiego,2,35-051,Rzeszów,Poland,,,,,,,,17 853 25 60,biuro@spzoz1.rzeszow.pl,,29/03/2020,16/04/2020,,5176383,3060949
NOWE TECHNIKI MEDYCZNE SZPITAL SPECJALISTYCZNY IMIENIA ŚWIĘTEJ RODZINY SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,,Brzozowa,600,36-060,Głogów Małopolski - Rudna Mała,Poland,,,,,,,,17 866 67 01,sekretariat@klinika-rzeszow.pl,,29/03/2020,16/04/2020,,5173642,3069048
G.V.M.CARINT SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,,Aleja płk. Władysława Beliny-Prażmowskiego,60,31-514,Kraków-Śródmieście - Kraków,Poland,,,,,,,,13 464 22 12,nzozsanok@gvmcarint.eu,,29/03/2020,16/04/2020,,5031445,3043936
Zespół Opieki Zdrowotnej w Strzyżowie,,Dąbrowskiego,10,38-100,Strzyżów,Poland,,,,,,,,17 276 12 01,zoz@strzyzow.pl,,29/03/2020,16/04/2020,,5164344,3040712
SAMODZIELNY PUBLICZNY ZESPÓŁ ZAKŁADÓW OPIEKI ZDROWOTNEJ W NOWEJ DĘBIE,,Marii Skłodowskiej-Curie,1A,39-460,Nowa Dęba,Poland,,,,,,,,15 846 26 51,pogotowie@zoznowadeba.pl,,29/03/2020,16/04/2020,,5152394,3101065
WOJEWÓDZKI SZPITAL IM.ZOFII Z ZAMOYSKICH TARNOWSKIEJ W TARNOBRZEGU,,Szpitalna,1,39-400,Tarnobrzeg,Poland,,,,,,,,15 812 34 30,chirurgia@szpital.tbg.pl,,29/03/2020,16/04/2020,,5143843,3116359
Samodzielny Publiczny Zespół Opieki Zdrowotnej w Sanoku,,800-lecia,26,38-500,Sanok,Poland,,,,,,,,13 46 56 100,szpital@zozsanok.pl,,29/03/2020,16/04/2020,,5199222,3010901
Samodzielny Publiczny Zespół Opieki Zdrowotnej w Ustrzykach Dolnych,,29 Listopada,57,38-700,Ustrzyki Dolne,Poland,,,,,,,,13 476 91 55,sekretariat@spzoz-ustrzyki.pl,,29/03/2020,16/04/2020,,5230216,3002885
Samodzielny Publiczny Zakład Opieki Zdrowotnej - Lecznictwo Ambulatoryjne,,Szpitalna,16,37-200,Przeworsk,Poland,,,,,,,,16 649 16 74,spzoz_przeworsk@post.pl,,29/03/2020,16/04/2020,,5209614,3070579
ASKLEPIOS B.P. SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,,Podwisłocze,22A,35-309,Rzeszów,Poland,,,,,,,,17 850 37 00,as@asklepios.pl,,29/03/2020,16/04/2020,,5177039,3060515
ZESPÓŁ OPIEKI ZDROWOTNEJ W ROPCZYCACH,,Księdza Kardynała Stefana Wyszyńskiego,54,39-100,Ropczyce,Poland,,,,,,,,17 222 08 32,ochw@zozropczyce.pl,,29/03/2020,16/04/2020,,5148876,3059676
Centrum Kardiologii Scanmed - Ambulatorium w Szczecinku,,Kilińskiego,7,78-400,Szczecinek,Poland,,,,,,,,94 374 35 61,recepcja.szczecinek.@scanmed.pl,,29/03/2020,16/04/2020,,4761184,3420930
Samodzielny Publiczny Zakład Opieki Zdrowotnej w Choszcznie,,Niedziałkowskiego,4A,73-200,Choszczno,Poland,,,,,,,,95 765 25 81,sor@spzozchoszczno.pl,,29/03/2020,16/04/2020,,4682699,3353199
"""SZPITALE POLSKIE"" SPÓŁKA AKCYJNA",,Ligocka,103,40-568,Katowice,Poland,,,,,,,,94 363 03 03,izbaprzyjecdrawsko@gmail.com,,29/03/2020,16/04/2020,,4959689,3052776
"""Szpital Powiatowy w Gryfinie"" Spółka z ograniczoną odpowiedzialnością",,Parkowa,5,74-100,Gryfino,Poland,,,,,,,,91 416 21 09,chirurgia@szpital-gryfino.pl,,29/03/2020,16/04/2020,,4620541,3358912
Szpital w Szczecinku Spółka z ograniczoną odpowiedzialnością,,Kościuszki,38,78-400,Szczecinek,Poland,,,,,,,,94 372 67 00,sekretariat@szpital.szczecinek.pl,,29/03/2020,16/04/2020,,4761309,3420895
Szpitalne Centrum Medyczne  w Goleniowie Spółka z ograniczoną odpowiedzialnością,,Nowogardzka,2,72-100,Goleniów,Poland,,,,,,,,91 466 43 00,izbaprzyjec@szpitalgoleniow.pl,,29/03/2020,16/04/2020,,4641028,3395273
PRZYJAZNY SZPITAL W POŁCZYNIE ZDROJU SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,,Szpitalna,5,78-320,Połczyn-Zdrój,Poland,,,,,,,,94 366 18 02,sekretariat@szpitalpolczyn.pl,,29/03/2020,16/04/2020,,4722109,3423035
Przyjazny Szpital w Połczynie Zdroju Spółka z ograniczoną odpowiedzialnością,,Szpitalna,5,78-320,Połczyn-Zdrój,Poland,,,,,,,,94 366 18 02,sekretariat@szpitalpolczyn.pl,,29/03/2020,16/04/2020,,4722109,3423035
Szpital Wojewódzki im. Mikołaja Kopernika w Koszalinie,,Tytusa Chałubińskiego,7,75-581,Koszalin,Poland,,,,,,,,94 348 84 00,szpital@swk.med.pl,,29/03/2020,16/04/2020,,4726015,3471992
Szpital Powiatowy w Sławnie,,I Pułku Ułanów,9,76-100,Sławno,Poland,,,,,,,,59 810 63 12,szpital@szpital-slawno.pl,,29/03/2020,16/04/2020,,4754493,3493686
107 Szpital Wojskowy z Przychodnią - Samodzielny Publiczny Zakład Opieki Zdrowotnej,,Kołobrzeska,44,78-600,Wałcz,Poland,,,,,,,,26 147 28 80,sekretariat@107sw.mil.pl,,29/03/2020,16/04/2020,,4751236,3371814
107 Szpital Wojskowy z Przychodnią - Samodzielny Publiczny Zakład Opieki Zdrowotnej w Wałczu,,Kołobrzeska,44,78-600,Wałcz,Poland,,,,,,,,26 147 28 80,sekretariat@107sw.mil.pl,,29/03/2020,16/04/2020,,4751236,3371814
