Novads/republikas pilsēta,Iestādes reģistrācijas Nr.,Iestādes nosaukums,Pakļautība,Iestādes veids,Iestādes tips,Tālrunis,E-pasts,Adrese,Direktors,Bērnu skaits vecumā līdz 5 gadu vecumam,Bērnu skaits vecumā 5 gadi un vairāk
SALDUS NOVADS,4101901601,"Saldus pirmsskolas izglītības iestāde ""Īkstīte""",Pašvaldība ,Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,63823296,ikstite@saldus.lv,"BĒRZU ALEJA 16A, SALDUS, SALDUS NOVADS, LV-3801",SANTA MEGNE,56,32
SALDUS NOVADS,4101901611,"Saldus pirmsskolas izglītības iestāde ""Pasaciņa""",Pašvaldība ,Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,63825509,pasacina@saldus.lv,"VEIDENBAUMA IELA 2A, SALDUS, SALDUS NOVADS, LV-3801",ILZĪTE BULAVA,152,85
SALDUS NOVADS,4101901613,"Saldus pirmsskolas izglītības iestāde ""Sienāzītis""",Pašvaldība ,Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,63821144,sienazitis@saldus.lv,"CELTNIEKU IELA 10, SALDUS, SALDUS NOVADS, LV-3801",UNA BRIEKMANE,72,55
SALDUS NOVADS,4101901615,"Saldus novada pašvaldības Lutriņu pirmsskolas izglītības iestāde ""Kāpēcītis""",Pašvaldība ,Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,63831308,kapecitis@saldus.lv,"SKOLAS IELA 2, LUTRIŅI, LUTRIŅU PAGASTS, SALDUS NOVADS, LV-3861",JANA JANSONE,27,24
SALDUS NOVADS,4101902000,"Saldus pagasta pirmsskolas izglītības iestāde ""Graudiņš""",Pašvaldība ,Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,63839431,graudins@saldus.lv,"DĀRZA IELA 1, DRUVA, SALDUS PAGASTS, SALDUS NOVADS, LV-3862",VITA VĪTOLA,74,38
SALDUS NOVADS,4101902052,"Saldus novada pašvaldības Nīgrandes pirmsskolas izglītības iestāde ""Straumīte""",Pašvaldība ,Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,63865223,straumite@saldus.lv,"BURTNIEKU IELA 2, NĪGRANDE, NĪGRANDES PAGASTS, SALDUS NOVADS, LV-3899",GUNDA ULMANE,35,24
SAULKRASTU NOVADS,4301901862,"Saulkrastu pirmsskolas izglītības iestāde ""Rūķītis""",Pašvaldība ,Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,67952635,bernudarzs.rukitis@saulkrasti.lv,"STIRNU IELA 23, SAULKRASTI, SAULKRASTU NOVADS, LV-2160",,136,101
SĒJAS NOVADS,4301901908,"Sējas novada pirmsskolas izglītības iestāde ""Bitīte""",Pašvaldība ,Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,67148322,bitite@seja.lv,"  ""Bitīte"", LOJA, SĒJAS NOVADS, LV-2142",INITA IEKĻAVA,97,34
SIGULDAS NOVADS,4301802365,Siguldas Valdorfa pirmsskolas izglītības iestāde,Juridiska vai fiziska persona,Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,20016423,info@valdorfabernudarzs.lv,"JĀŅA PORUKA IELA 11, SIGULDA, SIGULDAS NOVADS, LV-2150",MARITA ŠPICKOPFA,21,18
SIGULDAS NOVADS,4301802679,"Privātā pirmsskolas izglītības iestāde ""Pumpurdārzs""",Juridiska vai fiziska persona,Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,67972073,pumpurdarzs@apollo.lv,"LĪVKALNA IELA 26, SIGULDA, SIGULDAS NOVADS, LV-2150",,13,6
SIGULDAS NOVADS,4301803206,"Privātā pirmsskolas izglītības iestāde ""Kā azotē""",Juridiska vai fiziska persona,Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,26011099,bernusturitis@inbox.lv,"RAIŅA IELA 5A - 3, SIGULDA, SIGULDAS NOVADS, LV-2150",,18,1
SIGULDAS NOVADS,4301803219,"Harmoniskas attīstības pirmsskola ""ESME""",Juridiska vai fiziska persona,Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,26449111.2883924,daina.locmele@gmail.com,"KRIŠJĀŅA BARONA IELA 37, SIGULDA, SIGULDAS NOVADS, LV-2150",LĪVA MŪRMANE,31,17
SIGULDAS NOVADS,4301803280,"Pirmsskolas izglītības iestāde ""Sirdsapziņas skola""",Juridiska vai fiziska persona,Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,29463326,info@sirdsapzinasskola.lv,"""Rudzu Šukas"", PELTES, SIGULDAS PAGASTS, SIGULDAS NOVADS, LV-2150",ELVITA RUDZĀTE,12,4
SIGULDAS NOVADS,4301902008,"Siguldas novada Siguldas pagasta pirmsskolas izglītības iestāde ""Saulīte""",Pašvaldība ,Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,67976177,saulite@sigulda.lv,"INSTITŪTA IELA 2, PELTES, SIGULDAS PAGASTS, SIGULDAS NOVADS, LV-2150",EVIJA GRAVA,123,102
SIGULDAS NOVADS,4301902025,"Siguldas novada Siguldas pilsētas pirmsskolas izglītības iestāde ""Ābelīte""",Pašvaldība ,Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,67971210,abelite@sigulda.lv,"LAKSTĪGALAS IELA 10, SIGULDA, SIGULDAS NOVADS, LV-2150",KRISTĪNE MEDNE,150,94
SIGULDAS NOVADS,4301902054,"Siguldas novada Siguldas pilsētas pirmsskolas izglītības iestāde ""Pīlādzītis""",Pašvaldība ,Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,66900682,piladzitis@sigulda.lv,"STRĒLNIEKU IELA 13, SIGULDA, SIGULDAS NOVADS, LV-2150",ZANDA KRASTIŅA,59,61
SIGULDAS NOVADS,4301902832,"Siguldas novada Siguldas pilsētas pirmsskolas izglītības iestāde ""Ieviņa""",Pašvaldība ,Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,67708408,ievina@sigulda.lv,"NURMIŽU IELA 31, SIGULDA, SIGULDAS NOVADS, LV-2150",MAIRA GAVARE,59,66
SIGULDAS NOVADS,4301902991,"Siguldas novada Siguldas pilsētas pirmsskolas izglītības iestāde ""Pasaciņa""",Pašvaldība ,Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,29438157,liene.abele@sigulda.lv,"SKOLAS IELA 5, SIGULDA, SIGULDAS NOVADS, LV-2150",LIENE ĀBELE,75,49
SIGULDAS NOVADS,4301903211,"Siguldas novada Siguldas pilsētas pirmsskolas izglītības iestāde ""Tornīši""",Pašvaldība ,Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,"26599576, 63511789",indra.podzina@sigulda.lv,"SKOLAS IELA 3, SIGULDA, SIGULDAS NOVADS, LV-2150",INDRA PODZIŅA,89,102
SKRĪVERU NOVADS,4501901711,"Skrīveru novada pirmsskolas izglītības iestāde ""Sprīdītis""",Pašvaldība ,Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,65197189,spriditis@skriveri.lv,"SPRĪDĪŠA IELA 1, SKRĪVERI, SKRĪVERU NOVADS, LV-5125",INTA RINMANE,62,62
SKRĪVERU NOVADS,4501902670,"Skrīveru novada pirmsskolas izglītības iestāde ""Saulēni""",Pašvaldība ,Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,26496844,sandra.ozola@skriveri.lv,"""Zemkopības institūts 15"", ZEMKOPĪBAS INSTITŪTS, SKRĪVERU NOVADS, LV-5125",SANDRA OZOLA,27,18
SKRUNDAS NOVADS,4101901442,"Skrundas novada pašvaldības Skrundas pirmsskolas izglītības iestāde ""Liepziediņš""",Pašvaldība ,Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,29542073,dzintra.eglite@skrunda.lv,"SALDUS IELA 15, SKRUNDA, SKRUNDAS NOVADS, LV-3326",DZINTRA EGLĪTE,101,27
SMILTENES NOVADS,4401901433,Palsmanes pagasta pirmsskolas izglītības iestāde,Pašvaldība ,Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,64773931,palsmanespii@smiltene.lv,"""Bērnudārzs"", PALSMANE, PALSMANES PAGASTS, SMILTENES NOVADS, LV-4724",,50,27
SMILTENES NOVADS,4401902699,"Smiltenes pilsētas pirmsskolas izglītības iestāde ""Pīlādzītis""",Pašvaldība ,Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,64720484,piladzitis@smiltene.lv,"RĪGAS IELA 8A, SMILTENE, SMILTENES NOVADS, LV-4729",SANTA RUDZĪTE,166,141
STOPIŅU NOVADS,4301802763,"Privātā pirmsskolas izglītības iestāde ""Draugi""",Juridiska vai fiziska persona,Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,"29609439, 29687704",bvkdraugi@inbox.lv,"""DZINTARI"", DREILIŅI, STOPIŅU NOVADS, LV-2130",AIJA ENKŪZENA,17,7
STOPIŅU NOVADS,4301901902,"Stopiņu novada Domes pirmsskolas izglītības iestāde ""Pienenīte""",Pašvaldība ,Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,67910984,lietvediba@ulbroka-pienenite.lv,"INSTITŪTA IELA 34A, ULBROKA, STOPIŅU NOVADS, LV-2130",LELDE STURME,197,233
STRENČU NOVADS,4401901408,"Strenču novada pirmsskolas izglītības iestāde ""Minkāns""",Pašvaldība ,Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,6471566264715620,strencu.pii@inbox.lv,"RĪGAS IELA 8B, STRENČI, STRENČU NOVADS, LV-4730",SANDRA MUIŽNIECE,55,40
TALSU NOVADS,4101901560,"Talsu pirmsskolas izglītības iestāde ""Saulīte""",Pašvaldība ,Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,63222713,talsusaulite@inbox.lv,"BRĪVĪBAS IELA 10A, TALSI, TALSU NOVADS, LV-3201",DAINA KALNIŅA,62,50
TALSU NOVADS,4101901580,"Talsu pirmsskolas izglītības iestāde ""Zvaniņš""",Pašvaldība ,Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,20210717,jana.kaslaja@talsi.lv,"JAUNĀ IELA 1, TALSI, TALSU NOVADS, LV-3201",JANA KAŠLAJA,70,51
TALSU NOVADS,4101901583,"Vandzenes pirmsskolas izglītības iestāde ""Zīlīte""",Pašvaldība ,Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,63225203,daiga.leinberga@inbox.lv,"Pirmsskolas izglītības iestāde Zīlīte, VANDZENES PAGASTS, TALSU NOVADS, LV-3281",,43,20
TALSU NOVADS,4101901584,"Talsu pirmsskolas izglītības iestāde ""Sprīdītis""",Pašvaldība ,Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,63222003,talsupiispriditis@talsi.lv,"AKMEŅU IELA 8, TALSI, TALSU NOVADS, LV-3201",ILZE SOLOVJOVA,121,102
TALSU NOVADS,4101901585,"Laucienes pirmsskolas izglītības iestāde ""Bitīte""",Pašvaldība ,Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,28386721,laucienespiibitite@talsi.lv,"Bitītes, LAUCIENE, LAUCIENES PAGASTS, TALSU NOVADS, LV-3285",IVIKA ZĒBERGA,34,28
TALSU NOVADS,4101901587,"Valdemārpils pirmsskolas izglītības iestāde ""Saulstariņš""",Pašvaldība ,Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,63276635,blaua@inbox.lv,"JAUNĀ IELA 1a, VALDEMĀRPILS, TALSU NOVADS, LV-3260",LĪGA BLAUA,68,50
TALSU NOVADS,4101901589,"Laidzes pirmsskolas izglītības iestāde ""Papardīte""",Pašvaldība ,Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,63221687,solveiga.davidsone@talsi.lv,"""Bērnudārzs"", LAIDZE, LAIDZES PAGASTS, TALSU NOVADS, LV-3280",SOLVEIGA DĀVIDSONE,33,21
TALSU NOVADS,4101901593,"Talsu pirmsskolas izglītības iestāde ""Pīlādzītis""",Pašvaldība ,Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,63223757,talsupiipiladzitis@talsi.lv,"1. MAIJA IELA 28, TALSI, TALSU NOVADS, LV-3201",PAULA LŪSE,131,57
TALSU NOVADS,4101901640,"Pastendes pirmsskolas izglītības iestāde ""Ķipars""",Pašvaldība ,Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,29495446,pastendespiikikpars@talsi.lv,"OZOLU IELA 2, PASTENDE, ĢIBUĻU PAGASTS, TALSU NOVADS, LV-3251",DZINTRA KUDIĶE-VIZBELE,70,60
TALSU NOVADS,4101901986,"Sabiles pirmskolas izglītības iestāde ""Vīnodziņa""",Pašvaldība ,Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,63252230,sabilespiivinodzina@talsi.lv,"VENTSPILS IELA 10, SABILE, TALSU NOVADS, LV-3294",ZANE CĪRULE,56,44
TALSU NOVADS,4101903407,"Talsu pirmsskolas izglītības iestāde ""Kastanītis""",Pašvaldība ,Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,63222209,talsupiikastanitis@talsi.lv,"KRIEVRAGA IELA 2A, TALSI, TALSU NOVADS, LV-3201",INGA KĀRKLIŅA,28,45
TUKUMA NOVADS,4301802294,Tukuma alternatīvā pirmskola,Juridiska vai fiziska persona,Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,29494354,kiparss1@inbox.lv,"RĪGAS IELA 20a, TUKUMS, TUKUMA NOVADS, LV-3100",,40,34
TUKUMA NOVADS,4301803389,"Pirmsskolas izglītības iestāde ""Tukuma Tautskola""",Juridiska vai fiziska persona,Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,29363613,tukumatautskola@gmail.com,"PILS IELA 12, TUKUMS, TUKUMA NOVADS, LV-3101",SARMĪTE SLAVSKA,0,20
TUKUMA NOVADS,4301900396,"Tukuma pirmsskolas izglītības iestāde ""Pasaciņa""",Pašvaldība ,Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,"63124503, 29325515",pasacina@infonet.lv,"KURZEMES IELA 5, TUKUMS, TUKUMA NOVADS, LV-3101",JEĻENA TRATINKO,50,30
TUKUMA NOVADS,4301900397,"Tukuma pirmsskolas izglītības iestāde ""Vālodzīte""",Pašvaldība ,Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,63123636,valodzite@tukums.lv,"SPARTAKA IELA 18, TUKUMS, TUKUMA NOVADS, LV-3101",EVA UPMANE,103,130
TUKUMA NOVADS,4301900399,"Slampes pirmsskolas izglītības iestāde ""Pienenīte""",Pašvaldība ,Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,63198369,pienenite@tukums.lv,"""Pirmsskolas iestāde ""Pienenīte"""", SLAMPE, SLAMPES PAGASTS, TUKUMA NOVADS, LV-3119",BAIBA ZUNDE,43,47
TUKUMA NOVADS,4301900404,"Pūres pirmsskolas izglītības iestāde ""Zemenīte""",Pašvaldība ,Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,63191140,zemenite.pure@inbox.lv,"ZEMEŅU IELA 7, PŪRE, PŪRES PAGASTS, TUKUMA NOVADS, LV-3124",VELGA DEKTERE,57,16
TUKUMA NOVADS,4301902892,"Tukuma pirmsskolas izglītības iestāde ""Karlsons""",Pašvaldība ,Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,63129336,karlsons@tukums.lv,"KULDĪGAS IELA 67, TUKUMS, TUKUMA NOVADS, LV-3104",ANDRA MAZURE,82,57
TUKUMA NOVADS,4301902930,"Tukuma pirmsskolas izglītības iestāde ""Pepija""",Pašvaldība ,Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,20012115,pepija@tukums.lv,"M. SMILŠU IELA 14, TUKUMS, TUKUMA NOVADS, LV-3101",AIVA ĀBOLA,72,59
TUKUMA NOVADS,4301903131,"Tukuma pirmsskolas izglītības iestāde ""Lotte""",Pašvaldība ,Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,20038839,lotte@tukums.lv,"RAUDAS IELA 3, TUKUMS, TUKUMA NOVADS, LV-3101",EDĪTE PAVLIČENKO,36,79
TUKUMA NOVADS,4301903328,"Tukuma pirmsskolas izglītības iestāde ""Taurenītis""",Pašvaldība ,Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,"63123019, 29406544",taurenitis@tukums.lv,"SMILŠU IELA 46, TUKUMS, TUKUMA NOVADS, LV-3101",MARIJA KAZAKOVA,60,94
VAIŅODES NOVADS,4101901763,"Vaiņodes novada pirmsskolas izglītības iestāde ""Zīlīte""",Pašvaldība ,Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,63464292,irina.jonusa@inbox.lv,"KALNA IELA 2a, VAIŅODE, VAIŅODES PAGASTS, VAIŅODES NOVADS, LV-3435",IRINA JONUŠA,74,32
VALKAS NOVADS,4401801446,"Valkas-Lugažu evaņģēliski luteriskās draudzes pirmsskolas izglītības iestāde ""Gaismiņa""",Juridiska vai fiziska persona,Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,64722893,piigaismina@tvnet.lv,"RĪGAS IELA 14, VALKA, VALKAS NOVADS, LV-4701",ILVA KAZAKA,11,8
VALKAS NOVADS,4401903356,Valkas pirmsskolas izglītības iestāde,Pašvaldība ,Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,64724164,pirmsskola@valka.lv,"AUSEKĻA IELA 44, VALKA, VALKAS NOVADS, LV-4701",INTA KRUŠKA,162,110
VALMIERA,2501901598,"Valmieras pilsētas 2. pirmsskolas izglītības iestāde ""Ezītis""",Pašvaldība ,Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,"64227113, 64227125, 64227256",ezitis@valmiera.edu.lv,"LĀČPLĒŠA IELA 2, VALMIERA, LV-4201",ELITA SKRASTIŅA,189,161
VALMIERA,2501901599,"Valmieras pilsētas 3. pirmsskolas izglītības iestāde ""Sprīdītis""",Pašvaldība ,Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,"64231434, 64231362",spriditis@valmiera.edu.lv,"LĀČPLĒŠA IELA 2, VALMIERA, LV-4201",SARMĪTE INDRIKSONE,145,96
VALMIERA,2501901922,"Valmieras pilsētas pirmsskolas izglītības iestāde ""Buratino""",Pašvaldība ,Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,64232473,buratino@valmiera.edu.lv,"LĀČPLĒŠA IELA 2, VALMIERA, LV-4201",SARMĪTE BUKAVA,149,96
VALMIERA,2501901924,"Valmieras pilsētas 5. pirmsskolas izglītības iestāde ""Vālodzīte""",Pašvaldība ,Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,"64235378, 64232457",valodzite@valmiera.edu.lv,"LĀČPLĒŠA IELA 2, VALMIERA, LV-4201",EVIJA LIPE,143,91
VALMIERA,2501901925,"Valmieras pilsētas 6. pirmsskolas izglītības iestāde ""Kārliena""",Pašvaldība ,Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,64235437,karliena@valmiera.edu.lv,"LĀČPLĒŠA IELA 2, VALMIERA, LV-4201",IVETA NOLBERGA,167,113
VARAKĻĀNU NOVADS,4401900099,"Varakļānu pirmsskolas izglītības iestāde ""Sprīdītis""",Pašvaldība ,Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,29342315,bernudarzs@varaklani.lv,"RĒZEKNES IELA 1, VARAKĻĀNI, VARAKĻĀNU NOVADS, LV-4838",ILGA MESTERE,64,46
VĀRKAVAS NOVADS,4201902774,Rimicānu pirmsskolas izglītības iestāde,Pašvaldība ,Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,28444927,rimicanupirmsk@pvg.edu.lv,"SAULES IELA 2, RIMICĀNI, ROŽKALNU PAGASTS, VĀRKAVAS NOVADS, LV-5325",,27,5
VECUMNIEKU NOVADS,4501901769,"Vecumnieku novada Domes pirmsskolas izglītības iestāde ""Cielaviņa""",Pašvaldība ,Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,65153930,cielavina@vecumnieki.lv,"LIEPU IELA 15, VALLE, VALLES PAGASTS, VECUMNIEKU NOVADS, LV-5106",RITA ZVIRBULE,32,27
VENTSPILS,3201900021,"Ventspils pirmsskolas izglītības iestāde ""Margrietiņa""",Pašvaldība ,Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,63663870,margrietina@ventspils.lv,"P. STRADIŅA IELA 10, VENTSPILS, LV-3602",INGUNA IRBE,109,68
VENTSPILS,3201900022,"Ventspils pirmsskolas izglītības iestāde ""Varavīksne""",Pašvaldība ,Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,63662028,varaviksne@ventspils.lv,"LIDOTĀJU IELA 11A, VENTSPILS, LV-3602",KRISTĪNE BOITMANE,97,87
VENTSPILS,3201900023,"Ventspils pirmsskolas izglītības iestāde ""Pasaka""",Pašvaldība ,Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,63661505,pasaka@ventspils.lv,"UGĀLES IELA 15, VENTSPILS, LV-3602",MARIKA LEMBERGA,106,69
VENTSPILS,3201900024,"Ventspils pirmsskolas izglītības iestāde ""Saulīte""",Pašvaldība ,Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,63627839,saulite@ventspils.lv,"BRĪVĪBAS IELA 19, VENTSPILS, LV-3601",LAIMA ZNOTIŅA,93,98
VENTSPILS,3201900026,"Ventspils pirmsskolas izglītības iestāde ""Zvaigznīte""",Pašvaldība ,Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,63623801,zvaigznite@ventspils.lv,"SARKANMUIŽAS DAMBIS 19, VENTSPILS, LV-3601",ZITA JANUŠONE,102,72
VENTSPILS,3201900027,"Ventspils pirmsskolas izglītības iestāde ""Eglīte""",Pašvaldība ,Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,63626444,eglite@ventspils.lv,"INŽENIERU IELA 83, VENTSPILS, LV-3601",INĀRA NAGLE,105,94
VENTSPILS,3201900028,"Ventspils pirmsskolas izglītības iestāde ""Vāverīte""",Pašvaldība ,Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,63622470,vaverite@ventspils.lv,"BĒRZU IELA 51, VENTSPILS, LV-3601",ANDA BRŪKLE,136,77
VENTSPILS,3201900029,"Ventspils pirmsskolas izglītības iestāde ""Rūķītis""",Pašvaldība ,Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,63627505,rukitis@ventspils.lv,"JŪRAS IELA 2, VENTSPILS, LV-3601",SARMA BEĻAJEVA,118,99
VENTSPILS,3201902822,"Ventspils pirmsskolas izglītības iestāde ""Bitīte""",Pašvaldība ,Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,63656118,bitite@ventspils.lv,"KULDĪGAS IELA 134, VENTSPILS, LV-3601",AIJA ŠČELKAĻINA,101,71
VENTSPILS NOVADS,4101900043,"Ventspils novada Vārves pirmsskolas izglītības iestāde ""Zīļuks""",Pašvaldība ,Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,63643275,ziluks@ventspilsnd.lv,"LIEPU IELA 2, VENTAVA, VĀRVES PAGASTS, VENTSPILS NOVADS, LV-3623",LIENA RANCĀNE,45,13
VENTSPILS NOVADS,4101900044,"Ventspils novada Piltenes pirmsskolas izglītības iestāde ""Taurenītis""",Pašvaldība ,Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,63661428,taurenitis@ventspilsnd.lv,"MAIJA IELA 6, PILTENE, VENTSPILS NOVADS, LV-3620",INITA GRIĶE,43,20
VENTSPILS NOVADS,4101900548,"Ventspils novada Popes pirmsskolas izglītibas iestāde ""Zemenīte""",Pašvaldība ,Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,22008224,zemenite@ventspilsnd.lv,"SKOLAS IELA 14, POPE, POPES PAGASTS, VENTSPILS NOVADS, LV-3614",INA TEIBE,28,22
VENTSPILS NOVADS,4101900549,"Ventspils novada Ugāles pirmsskolas izglītības iestāde ""Lācītis""",Pašvaldība ,Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,63661892,lacitis@ventspilsnd.lv,"Bērnudārzs, UGĀLE, UGĀLES PAGASTS, VENTSPILS NOVADS, LV-3615",REGĪNA ARTMANE-HARTMANE,54,49
VENTSPILS NOVADS,4101903113,"Ventspils novada Zlēku pirmsskolas izglītības iestāde ""Rūķītis""",Pašvaldība ,Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,26391710,rukitis@ventspilsnd.lv,"""Skola"", ZLĒKAS, ZLĒKU PAGASTS, VENTSPILS NOVADS, LV-3617",DACE BRIŽA,11,5
VIESĪTES NOVADS,4501900306,"Viesītes novada pašvaldības pirmsskolas izglītības iestāde ""Zīlīte""",Pašvaldība ,Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,28397144,anita.orbidane@viesite.lv,"PAVASARA IELA 6a, VIESĪTE, VIESĪTES NOVADS, LV-5237",ANITA ORBIDĀNE,64,45
VIĻAKAS NOVADS,4201901827,Viļakas pirmsskolas izglītības iestāde,Pašvaldība ,Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,64563291,vilaka.bernudarzs@inbox.lv,"LIEPNAS IELA 18, VIĻAKA, VIĻAKAS NOVADS, LV-4583",LILITA ŠNEPERE,34,26
VIĻAKAS NOVADS,4201901937,"Medņevas pirmsskolas izglītības iestāde ""Pasaciņa""",Pašvaldība ,Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,64522499,mednevapasacina@inbox.lv,"SAULES IELA 4, SEMENOVA, MEDŅEVAS PAGASTS, VIĻAKAS NOVADS, LV-4586",ILZE BROKĀNE,18,20
VIĻĀNU NOVADS,4201901554,"Viļānu pagasta pirmsskolas izglītības iestāde ""Bitīte""",Pašvaldība ,Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,"64662226, 29140890",arijastrupisa@inbox.lv,"JAUNATNES IELA 1, RADOPOLE, VIĻĀNU PAGASTS, VIĻĀNU NOVADS, LV-4650",ĀRIJA STRUPIŠA,53,35
VIĻĀNU NOVADS,4201901555,Viļānu pilsētas pirmsskolas izglītības iestāde,Pašvaldība ,Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,64662078,janina.micule@saskarsme.lv,"RAIŅA IELA 33b, VIĻĀNI, VIĻĀNU NOVADS, LV-4650",JANĪNA MIČULE,71,47
ZILUPES NOVADS,4201902638,Zilupes pirmsskolas izglītības iestāde,Pašvaldība ,Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,65723100,zilupespii@inbox.lv,"DOMES IELA 2, ZILUPE, ZILUPES NOVADS, LV-5751",IRINA AGAFONOVA,25,24
