Nosaukums,Reģistrācijas numurs,Juridiskais status,Vadītājs,Filiāļu skaits,Strukturvienību skaits,Veids,Tips,Faktiskais dibinātājs,Deklarētais dibinātājs,Likvidēta,Adrese,Tālrunis,E-pasts
"SIA ""Baltic Education Group""","3360800851","Komercsabiedrība","KRISTS STAVROVSKIS",0,0,"Profesionālās tālākizglītības un pilnveides izglītības iestāde","Profesionālās tālākizglītības un pilnveides izglītības iestāde","Krists Stavrovskis","Krists Stavrovskis",Nē,"BRĪVĪBAS GATVE 241 - 12, RĪGA, LV-1006","27848569","krists@beg.lv"
"SIA ""Baltic Education Latvia"" Mācību centrs","3360800399","Komercsabiedrības struktūrvienība",,0,0,"Profesionālās tālākizglītības un pilnveides izglītības iestāde","Profesionālās tālākizglītības un pilnveides izglītības iestāde","SIA ""Baltic Education Latvia""","SIA ""Baltic Education Latvia""",Nē,"SLĀVU IELA 2, RĪGA, LV-1019","67263075","info@ balticeducationlatvia.org"
"SIA ""BEDRĪTES MĀCĪBU CENTRS""","2560800154","Komercsabiedrība",,0,0,"Profesionālās tālākizglītības un pilnveides izglītības iestāde","Profesionālās tālākizglītības un pilnveides izglītības iestāde","Anita Bedrīte","Anita Bedrīte",Nē,"CĒSU IELA 20, VALMIERA, LV-4201","64223559, 29426161","bedrites_mc@inbox.lv, anita.bedrite@inbox.lv"
"SIA ""Biznesa Konsultantu Grupa""","3360800203","Komercsabiedrība",,0,0,"Profesionālās tālākizglītības un pilnveides izglītības iestāde","Profesionālās tālākizglītības un pilnveides izglītības iestāde","Ivars Strautiņš, Alīna Dūdele, Vineta Atvara, Didzis Liepiņš, Inga Vilka, Jānis Baltačs, Jānis Laila","Ivars Strautiņš, Alīna Dūdele, Vineta Atvara, Didzis Liepiņš, Inga Vilka, Jānis Baltačs, Jānis Laila",Nē,"TIRGOŅU IELA 10 - 7, RĪGA, LV-1050","67224305","bkg@bkgriga.lv"
"SIA ""Blagovest TURSERVISS"" Mācību centrs","3360800352","Komercsabiedrības struktūrvienība","ILZE SĪLE",0,0,"Profesionālās tālākizglītības un pilnveides izglītības iestāde","Profesionālās tālākizglītības un pilnveides izglītības iestāde","SIA ""BLAGOVEST TURSERVISS""","SIA ""BLAGOVEST TURSERVISS""",Nē,"BRUŅINIEKU IELA 29/31, CENTRA RAJONS, RĪGA, LV-1001","67279756, 29136940","blagovest@apollo.lv"
"SIA ""BSM konsultanti""","3360800432","Komercsabiedrība",,0,0,"Profesionālās tālākizglītības un pilnveides izglītības iestāde","Profesionālās tālākizglītības un pilnveides izglītības iestāde","Jānis Bole, Jānis Caune","Jānis Bole, Jānis Caune",Nē,"LAPU IELA 3 - 8, RĪGA, LV-1002","67315459","bsm@bsm.lv"
"SIA ""Būveksperts AV"" mācību centrs","4360800778","Komercsabiedrības struktūrvienība",,0,0,"Profesionālās tālākizglītības un pilnveides izglītības iestāde","Profesionālās tālākizglītības un pilnveides izglītības iestāde","SIA ""BŪVEKSPERTS AV""","SIA ""BŪVEKSPERTS AV""",Nē,"ROŽU IELA 27, MĀRUPE, MĀRUPES NOVADS, LV-2167","29525066","buvekspertsav@inbox.lv"
"SIA ""CILVĒKS"" MEDICĪNAS IZGLĪTĪBAS AĢENTŪRA","4360800553","Komercsabiedrības struktūrvienība",,0,0,"Profesionālās tālākizglītības un pilnveides izglītības iestāde","Profesionālās tālākizglītības un pilnveides izglītības iestāde","Sabiedrība ar ierobežotu atbildību ""CILVĒKS""","Sabiedrība ar ierobežotu atbildību ""CILVĒKS""",Nē,"MIGLAS IELA 50, BUKULTI, GARKALNES NOVADS, LV-1024","26677788","izglitiba@cilveks.lv"
"SIA ""CONSILLIERI"" Mācību centrs","3360800492","Komercsabiedrības struktūrvienība",,0,0,"Profesionālās tālākizglītības un pilnveides izglītības iestāde","Profesionālās tālākizglītības un pilnveides izglītības iestāde","SIA ""Consillieri""","SIA ""Consillieri""",Nē,"DZIRNAVU IELA 20, RĪGA, LV-1010","67376755","fotoakademija@gmail.com"
"SIA ""Darba Drošības Serviss""","2760800377","Komercsabiedrība",,0,0,"Profesionālās tālākizglītības un pilnveides izglītības iestāde","Profesionālās tālākizglītības un pilnveides izglītības iestāde","SIA ""Latgales Mācību centrs"", Vladislavs Rudņevs","SIA ""Latgales Mācību centrs"", Vladislavs Rudņevs",Nē,"SAULES IELA 38, DAUGAVPILS, LV-5401","65424655, 29644599","info@dds.edu.lv"
"SIA ""DESOL""","3060800837","Komercsabiedrība","ANDRIS LANKA",0,0,"Profesionālās tālākizglītības un pilnveides izglītības iestāde","Profesionālās tālākizglītības un pilnveides izglītības iestāde","Andris Lanka","Andris Lanka",Nē,"REPUBLIKAS IELA 12, LIEPĀJA, LV-3401","63423760","birojs@desol.lv"
"SIA ""Dialogs AB"" Mācību centrs","4360800464","Komercsabiedrības struktūrvienība","MAREKS SPRŪŽS",0,0,"Profesionālās tālākizglītības un pilnveides izglītības iestāde","Profesionālās tālākizglītības un pilnveides izglītības iestāde","Sabiedrība ar ierobežotu atbildību ""Dialogs AB""","Sabiedrība ar ierobežotu atbildību ""Dialogs AB""",Nē,"RIČU IELA 6, SIGUĻI, CARNIKAVAS NOVADS, LV-2163","67432343","info@dialogs-ab.lv"
"SIA ""DIGITAL GURU""","3360800834","Komercsabiedrība","SANDRA OŠIŅA",0,0,"Profesionālās tālākizglītības un pilnveides izglītības iestāde","Profesionālās tālākizglītības un pilnveides izglītības iestāde","Sandra Ošiņa, Valdis Ošiņš","Sandra Ošiņa, Valdis Ošiņš",Nē,"EIŽENIJAS IELA 1a, RĪGA, LV-1007","29414745","info@digitalguru.lv"
"SIA ""DIJA"" Mācību centrs","3360800099","Komercsabiedrības struktūrvienība","INITA STIVRIŅA",0,0,"Profesionālās tālākizglītības un pilnveides izglītības iestāde","Profesionālās tālākizglītības un pilnveides izglītības iestāde","Sabiedrība ar ierobežotu atbildību ""DIJA""","Sabiedrība ar ierobežotu atbildību ""DIJA""",Nē,"ALEKSANDRA ČAKA IELA 40 - 8, LATGALES PRIEKŠPILSĒTA, RĪGA, LV-1011","67280533, 26126117","kursi@dija.lv"
"SIA ""DIVERSUS""","3360800642","Komercsabiedrība",,0,0,"Profesionālās tālākizglītības un pilnveides izglītības iestāde","Profesionālās tālākizglītības un pilnveides izglītības iestāde","Linda Adamova","Linda Adamova",Nē,"BIĶERNIEKU IELA 22, RĪGA, LV-1006","67224515","linda@diversus.lv"
"SIA ""Edgars un Tamāra"" pirmsskolas izglītības iestāde ""Pīlādzītis""","2801802072","Komercsabiedrības struktūrvienība","IRINA MAZURE",0,0,"Pirmsskolas izglītības iestāde","Pirmsskolas izglītības iestāde","SIA ""Edgars un Tamāra""","SIA ""Edgars un Tamāra""",Nē,"PĒRNAVAS IELA 16, JELGAVA, LV-3004","63021591, 63011290","bd_piladzitis@inbox.lv"
"SIA ""EIDOS"" Mācību centrs","3360800279","Komercsabiedrības struktūrvienība",,0,0,"Profesionālās tālākizglītības un pilnveides izglītības iestāde","Profesionālās tālākizglītības un pilnveides izglītības iestāde","SIA ""EIDOS""","SIA ""EIDOS""",Nē,"VISVALŽA IELA 9, RĪGA, LV-1050","67339677","info@eidos.lv"
"SIA ""Eiropas Savienības projektu aģentūra"" Mācību centrs","4360800668","Komercsabiedrības struktūrvienība",,0,0,"Profesionālās tālākizglītības un pilnveides izglītības iestāde","Profesionālās tālākizglītības un pilnveides izglītības iestāde","SIA ""Eiropas Savienības projektu aģentūra""","SIA ""Eiropas Savienības projektu aģentūra""",Nē,"LIELĀ IELA 160 - 3, MĀRUPE, MĀRUPES NOVADS, LV-2167","67421201","info@espa.lv"
"SIA ""EIROVIA"" Mācību centrs","3360800132","Komercsabiedrības struktūrvienība",,0,0,"Profesionālās tālākizglītības un pilnveides izglītības iestāde","Profesionālās tālākizglītības un pilnveides izglītības iestāde","SIA ""EIROVIA""","SIA ""EIROVIA""",Nē,"IKŠĶILES IELA 7 - 112, RĪGA, LV-1057","67280439","eirovia@eirovia.lv"
"SIA ""European Institute of Financial Directors"" Izglītības centrs","3360800786","Komercsabiedrības struktūrvienība",,0,0,"Profesionālās tālākizglītības un pilnveides izglītības iestāde","Profesionālās tālākizglītības un pilnveides izglītības iestāde","SIA ""European Institute of Financial Directors""","SIA ""European Institute of Financial Directors""",Nē,"ELIZABETES IELA 9 - 3, RĪGA, LV-1010","26512406","opavlov@essm.lv"
"SIA ""Evons"" pirmsskolas izglītības iestāde ""Zvaigznīte""","2801802236","Komercsabiedrības struktūrvienība","LUDMILA KORSAKA",0,0,"Pirmsskolas izglītības iestāde","Pirmsskolas izglītības iestāde","Sabiedrība ar ierobežotu atbildību ""EVONS""","Sabiedrība ar ierobežotu atbildību ""EVONS""",Nē,"KRIŠJĀŅA BARONA IELA 46a, JELGAVA, LV-3001","63025693, 63029572","evons@tvnet.lv"
"SIA ""Firma L4"" Mācību centrs","3360800563","Komercsabiedrības struktūrvienība",,0,0,"Profesionālās tālākizglītības un pilnveides izglītības iestāde","Profesionālās tālākizglītības un pilnveides izglītības iestāde","Sabiedrība ar ierobežotu atbildību ""Firma L4""","Sabiedrība ar ierobežotu atbildību ""Firma L4""",Nē,"JELGAVAS IELA 90, RĪGA, LV-1004","67500180","firmaL4@L4.lv"
"SIA ""FN-SERVISS"" Mācību centrs ""Drošība""","3360800274","Komercsabiedrības struktūrvienība",,0,0,"Profesionālās tālākizglītības un pilnveides izglītības iestāde","Profesionālās tālākizglītības un pilnveides izglītības iestāde","SIA ""FN-SERVISS""","SIA ""FN-SERVISS""",Nē,"BRĪVĪBAS GATVE 204b, VIDZEMES PRIEKŠPILSĒTA, RĪGA, LV-1039","67556799","fnserviss@fnserviss.lv"
"SIA ""Foranda konsultantu grupa""","3360800430","Komercsabiedrība",,0,0,"Profesionālās tālākizglītības un pilnveides izglītības iestāde","Profesionālās tālākizglītības un pilnveides izglītības iestāde","Ilgvars Forands, Ivars Forands","Ilgvars Forands, Ivars Forands",Nē,"SKANSTES IELA 9, RĪGA, LV-1013","67373705, 67519922","rif@jo.lv"
"SIA ""Fozzi"" Mācību centrs","2760800365","Komercsabiedrības struktūrvienība",,0,0,"Profesionālās tālākizglītības un pilnveides izglītības iestāde","Profesionālās tālākizglītības un pilnveides izglītības iestāde","SIA ""Fozzi""","SIA ""Fozzi""",Nē,"LĀČPLĒŠA IELA 30 - 4, DAUGAVPILS, LV-5403","65424211, 6550480","ada@mbox.latg.lv"
"SIA ""GSE"" Izglītības centrs","2960800511","Komercsabiedrības struktūrvienība",,0,0,"Profesionālās tālākizglītības un pilnveides izglītības iestāde","Profesionālās tālākizglītības un pilnveides izglītības iestāde","Sabiedrība ar ierobežotu atbildību ""GSE""","Sabiedrība ar ierobežotu atbildību ""GSE""",Nē,"BLĀZMAS IELA 6-3, JŪRMALA, LV-2015","67762270, 26590726","gse@sveiks.lv"
"SIA ""Horoskopu pasaule""","3360800394","Komercsabiedrība",,0,0,"Profesionālās tālākizglītības un pilnveides izglītības iestāde","Profesionālās tālākizglītības un pilnveides izglītības iestāde","Māra Ošuroka","Māra Ošuroka",Nē,"AVOTU IELA 11, RĪGA, LV-1011","67284057","mara@horoskopupasaule.lv"
"SIA ""Individuālpsiholoģijas institūts"" Mācību centrs","3360800258","Komercsabiedrības struktūrvienība",,0,0,"Profesionālās tālākizglītības un pilnveides izglītības iestāde","Profesionālās tālākizglītības un pilnveides izglītības iestāde","SIA ""Individuālpsiholoģijas institūts""","SIA ""Individuālpsiholoģijas institūts""",Nē,"IRBENES IELA 19a - 2, RĪGA, LV-1058","29621451, 26454633","ipi@inbox.lv"
"SIA ""ITR"" Mācību un konsultatīvais centrs","3360800433","Komercsabiedrības struktūrvienība",,0,0,"Profesionālās tālākizglītības un pilnveides izglītības iestāde","Profesionālās tālākizglītības un pilnveides izglītības iestāde","SIA ""ITR""","SIA ""ITR""",Nē,"DAMBJA IELA 3, ZIEMEĻU RAJONS, RĪGA, LV-1005","67381604","itr@itr.lv"
"SIA ""Izglītības Centrs""","4460800500","Komercsabiedrība",,0,0,"Profesionālās tālākizglītības un pilnveides izglītības iestāde","Profesionālās tālākizglītības un pilnveides izglītības iestāde","Nelda Janoviča","Nelda Janoviča",Nē,"CERIŅU IELA 22, MADONA, MADONAS NOVADS, LV-4801","64860138","zinta@kvarcs.lv"
"SIA ""Izglītības un kultūras mantojuma zelta vārti"" mācību centrs","4460800529","Komercsabiedrības struktūrvienība",,0,0,"Profesionālās tālākizglītības un pilnveides izglītības iestāde","Profesionālās tālākizglītības un pilnveides izglītības iestāde","Sabiedrība ar ierobežotu atbildību ""IZGLĪTĪBAS UN KULTŪRAS MANTOJUMA ZELTA VĀRTI""","Sabiedrība ar ierobežotu atbildību ""IZGLĪTĪBAS UN KULTŪRAS MANTOJUMA ZELTA VĀRTI""",Nē,"HELĒNAS IELA 28 - 32, ALŪKSNE, ALŪKSNES NOVADS, LV-4301","64322821","zeltavarti@gmail.com"
"SIA ""Jumi Centrs"" Mācību centrs","3360800408","Komercsabiedrības struktūrvienība",,0,0,"Profesionālās tālākizglītības un pilnveides izglītības iestāde","Profesionālās tālākizglītības un pilnveides izglītības iestāde","SIA ""Jumi Centrs""","SIA ""Jumi Centrs""",Nē,"MASKAVAS IELA 254/6 - 32, RĪGA, LV-1063","67283020","jumi@jumicentrs.com"
"SIA ""Karjeras centrs"" Izglītības centrs ""Vīzija""","4560800366","Komercsabiedrības struktūrvienība","BENITA SVARENIECE",0,0,"Profesionālās tālākizglītības un pilnveides izglītības iestāde","Profesionālās tālākizglītības un pilnveides izglītības iestāde","Sabiedrība ar ierobežotu atbildību ""Karjeras centrs""","Sabiedrība ar ierobežotu atbildību ""Karjeras centrs""",Nē,"RĪGAS IELA 31, BAUSKA, BAUSKAS NOVADS, LV-3901","26339935","benita.svareniece@gmail.com"
"SIA ""Kogra"" mācību centrs","3360800095","Komercsabiedrības struktūrvienība",,0,0,"Profesionālās tālākizglītības un pilnveides izglītības iestāde","Profesionālās tālākizglītības un pilnveides izglītības iestāde","Sabiedrība ar ierobežotu atbildību ""KOGRA""","Sabiedrība ar ierobežotu atbildību ""KOGRA""",Nē,"SKOLAS IELA 21, VIDZEMES PRIEKŠPILSĒTA, RĪGA, LV-1010","67369052,  67369605","kogra@kogra.lv"
"SIA ""KOMERCIZGLĪTĪBAS CENTRS""","3360800254","Komercsabiedrība","LIGITA ŠMEILE",0,0,"Profesionālās tālākizglītības un pilnveides izglītības iestāde","Profesionālās tālākizglītības un pilnveides izglītības iestāde","Ligita Šmeile","Ligita Šmeile",Nē,"BRĪVĪBAS IELA 40 - 10, CENTRA RAJONS, RĪGA, LV-1050","67240562","kic@kic.lv"
"SIA ""Komunikāciju Grupa""","2960800260","Komercsabiedrība",,0,0,"Profesionālās tālākizglītības un pilnveides izglītības iestāde","Profesionālās tālākizglītības un pilnveides izglītības iestāde","Pēteris Čaurs","Pēteris Čaurs",Nē,"TALLINAS IELA 40-16, JŪRMALA, LV-2016","67755522","peteris.caurs@apollo.lv"
"SIA ""KRISTĪGĀS DZĪVES INSTITŪTS""","3360800437","Komercsabiedrība",,0,0,"Profesionālās tālākizglītības un pilnveides izglītības iestāde","Profesionālās tālākizglītības un pilnveides izglītības iestāde","Rīgas Metropolijas Romas Katoļu Kūrija, Marika Zelča-Čerāne","Rīgas Metropolijas Romas Katoļu Kūrija, Marika Zelča-Čerāne",Nē,"ĢERTRŪDES IELA 105/1 - 14, RĪGA, LV-1009","29410774","kdi@catholic"
"SIA ""Ķemers Business and Law Company"" Pieaugušo neformālās izglītības iestāde","4380802229","Komercsabiedrības struktūrvienība","EDĪTE ĶEMERE",0,0,"Pieaugušo neformālās izglītības iestāde","Pieaugušo neformālās izglītības iestāde","Sabiedrība ar ierobežotu atbildību ""Ķemers Business and Law Company""","Sabiedrība ar ierobežotu atbildību ""Ķemers Business and Law Company""",Nē,"MURDU IELA 19A, SALACGRĪVA, SALACGRĪVAS NOVADS, LV-4033","29285297","edite.kemere@kblc.lv"
"SIA ""L un A Projekti"" Mācību centrs","2060800667","Komercsabiedrības struktūrvienība",,0,0,"Profesionālās tālākizglītības un pilnveides izglītības iestāde","Profesionālās tālākizglītības un pilnveides izglītības iestāde","Sabiedrība ar ierobežotu atbildību ""L un A Projekti""","Sabiedrība ar ierobežotu atbildību ""L un A Projekti""",Nē,"ĒRGĻU IELA 2, ĶEKAVA, ĶEKAVAS PAGASTS, ĶEKAVAS NOVADS, LV-2123","67421201","info@laprojekti.lv"
"SIA ""Labrīt"" Mācību centrs","3360800070","Komercsabiedrības struktūrvienība",,0,0,"Profesionālās tālākizglītības un pilnveides izglītības iestāde","Profesionālās tālākizglītības un pilnveides izglītības iestāde","Sabiedrība ar ierobežotu atbildību ""LABRĪT""","Sabiedrība ar ierobežotu atbildību ""LABRĪT""",Nē,"PAULA LEJIŅA IELA 16 - 96, RĪGA, LV-1029","67804584","ofiss@labrit.lv"
"SIA ""LADEMS"" mācību centrs","4360800064","Komercsabiedrības struktūrvienība",,0,0,"Profesionālās tālākizglītības un pilnveides izglītības iestāde","Profesionālās tālākizglītības un pilnveides izglītības iestāde","SIA ""LADEMS""","SIA ""LADEMS""",Nē,"EZERA IELA 3, SAURIEŠI, STOPIŅU NOVADS, LV-2118","67288386","ladem@inbox.lv"
"SIA ""LAI RIPO"" valodu skola","4360800881","Komercsabiedrības struktūrvienība","BAIBA ZIEDONE-JANSONE",0,0,"Profesionālās tālākizglītības un pilnveides izglītības iestāde","Profesionālās tālākizglītības un pilnveides izglītības iestāde","SIA ""LAI RIPO""","SIA ""LAI RIPO""",Nē,"VIRŠU IELA 14, PIŅĶI, BABĪTES PAGASTS, BABĪTES NOVADS, LV-2107","29135764","info@lai-ripo.lv"
"SIA ""Larēna"" pieaugušo neformālās izglītības Aromterapijas mācību un konsultāciju centrs","4380801035","Komercsabiedrības struktūrvienība","INGA MILLERE",0,0,"Pieaugušo neformālās izglītības iestāde","Pieaugušo neformālās izglītības iestāde","Sabiedrība ar ierobežotu atbildību ""LARĒNA""","Sabiedrība ar ierobežotu atbildību ""LARĒNA""",Nē,"LILASTE 52B, LILASTE, SAULKRASTU PAGASTS, SAULKRASTU NOVADS, LV-2160","27524397","sialarena@gmail.com"
"SIA ""Latgales dārzi""","1960800221","Komercsabiedrība",,0,0,"Profesionālās tālākizglītības un pilnveides izglītības iestāde","Profesionālās tālākizglītības un pilnveides izglītības iestāde","Velta Drule","Velta Drule",Nē,"Dārznieki, LV-4652","29442139",
"SIA ""Latvijas Biznesa skola""","3360800144","Komercsabiedrība",,0,0,"Profesionālās tālākizglītības un pilnveides izglītības iestāde","Profesionālās tālākizglītības un pilnveides izglītības iestāde","Aleksandrs Ļebedevs","Aleksandrs Ļebedevs",Nē,"BASTEJA BULVĀRIS 4 - 7, RĪGA, LV-1050","67326562","lbs@mailbox.riga.lv"
"SIA ""Latvijas neatkarīgais materiālu un iekārtu sertifikācijas centrs"" Mācību centrs","3360800109","Komercsabiedrības struktūrvienība","GUNTARS DĀRZNIEKS",0,0,"Profesionālās tālākizglītības un pilnveides izglītības iestāde","Profesionālās tālākizglītības un pilnveides izglītības iestāde","SIA ""Latvijas neatkarīgais materiālu un iekārtu sertifikācijas centrs""","SIA ""Latvijas neatkarīgais materiālu un iekārtu sertifikācijas centrs""",Nē,"GOGOĻA IELA 23, LATGALES PRIEKŠPILSĒTA, RĪGA, LV-1050","67509441","lni@lni.lv"
"SIA ""Latvijas rūpnieku tehniskās drošības ekspertu apvienība"" - TUV Rheinland grupa mācību centrs","3360800338","Komercsabiedrības struktūrvienība",,0,0,"Profesionālās tālākizglītības un pilnveides izglītības iestāde","Profesionālās tālākizglītības un pilnveides izglītības iestāde","Sabiedrība ar ierobežotu atbildību ""Latvijas rūpnieku tehniskās drošības ekspertu apvienība"" - TUV Rheinland grupa","Sabiedrība ar ierobežotu atbildību ""Latvijas rūpnieku tehniskās drošības ekspertu apvienība"" - TUV Rheinland grupa",Nē,"IERIĶU IELA 3 k-C2, VIDZEMES PRIEKŠPILSĒTA, RĪGA, LV-1084","67568607","lrtdea@tuv-lrtdea.lv"
"SIA ""LATVIJAS TŪRISMA AĢENTŪRA"" Starptautiskais mācību centrs ""Tūrisma biznesa skola""","3360800306","Komercsabiedrības struktūrvienība",,0,0,"Profesionālās tālākizglītības un pilnveides izglītības iestāde","Profesionālās tālākizglītības un pilnveides izglītības iestāde","SIA ""LATVIJAS TŪRISMA AĢENTŪRA""","SIA ""LATVIJAS TŪRISMA AĢENTŪRA""",Nē,"BRĪVĪBAS IELA 37 - 4, RĪGA, LV-1010","67243080","lta_riga@hotmail.com"
"SIA ""LATVIKON""","3660800038","Komercsabiedrība",,0,0,"Profesionālās tālākizglītības un pilnveides izglītības iestāde","Profesionālās tālākizglītības un pilnveides izglītības iestāde","Natālija Panova","Natālija Panova",Nē,"ĢERTRŪDES IELA 63, RĪGA, LV-1011","67285395","info@latvikon.lv"
